timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
2022/9/16 15:17:2, 21.58, 30.02, 861.40, 0.00, 0.00
2022/9/16 15:17:3, 21.58, 30.02, 861.43, 0.00, 228.74
2022/9/16 15:17:4, 21.59, 30.05, 861.42, 0.00, 228.76
2022/9/16 15:17:4, 21.59, 30.05, 861.39, 0.00, 228.74
2022/9/16 15:17:5, 21.58, 30.15, 861.39, 0.00, 228.72
2022/9/16 15:17:5, 21.59, 30.16, 861.41, 0.00, 228.76
2022/9/16 15:17:6, 21.58, 30.21, 861.39, 0.00, 228.70
2022/9/16 15:17:6, 21.58, 30.21, 861.39, 0.00, 228.74
2022/9/16 15:17:7, 21.59, 30.19, 861.41, 0.00, 228.79
2022/9/16 15:17:7, 21.58, 30.18, 861.38, 0.00, 228.76
2022/9/16 15:17:8, 21.59, 30.17, 861.41, 0.00, 228.76
2022/9/16 15:17:9, 21.58, 30.16, 861.40, 0.00, 228.72
2022/9/16 15:17:10, 21.59, 30.16, 861.43, 0.00, 228.74
2022/9/16 15:17:10, 21.58, 30.16, 861.40, 0.00, 228.70
2022/9/16 15:17:11, 21.58, 30.15, 861.38, 0.00, 228.74
2022/9/16 15:17:11, 21.59, 30.15, 861.40, 0.00, 228.79
2022/9/16 15:17:12, 21.58, 30.14, 861.43, 0.00, 228.74
2022/9/16 15:17:12, 21.59, 30.13, 861.42, 0.00, 228.72
2022/9/16 15:17:13, 21.58, 30.12, 861.42, 0.00, 228.76
2022/9/16 15:17:14, 21.59, 30.11, 861.40, 0.00, 228.79
2022/9/16 15:17:15, 21.59, 30.11, 861.45, 0.00, 228.74
2022/9/16 15:17:15, 21.58, 30.12, 861.39, 0.00, 228.74
2022/9/16 15:17:16, 21.58, 30.11, 861.40, 0.00, 228.76
2022/9/16 15:17:16, 21.59, 30.11, 861.42, 0.00, 228.79
2022/9/16 15:17:17, 21.59, 30.14, 861.40, 0.00, 228.72
2022/9/16 15:17:17, 21.59, 30.15, 861.40, 0.00, 228.79
2022/9/16 15:17:18, 21.58, 30.20, 861.41, 0.00, 228.72
2022/9/16 15:17:19, 21.58, 30.21, 861.40, 0.00, 228.74
2022/9/16 15:17:20, 21.59, 30.24, 861.42, 0.00, 228.68
2022/9/16 15:17:20, 21.58, 30.24, 861.40, 0.00, 228.72
2022/9/16 15:17:21, 21.59, 30.24, 861.40, 0.00, 228.83
2022/9/16 15:17:21, 21.59, 30.24, 861.42, 0.00, 228.74
2022/9/16 15:17:22, 21.59, 30.29, 861.40, 0.00, 228.76
2022/9/16 15:17:22, 21.59, 30.32, 861.44, 0.00, 228.76
2022/9/16 15:17:23, 21.58, 30.44, 861.41, 0.00, 228.72
2022/9/16 15:17:24, 21.58, 30.46, 861.40, 0.00, 228.72
2022/9/16 15:17:24, 21.59, 30.48, 861.42, 0.00, 228.76
2022/9/16 15:17:25, 21.58, 30.50, 861.42, 0.00, 228.72
