timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
2022/9/15 14:8:3, 22.25, 45.80, 863.72, 0.00, 0.00
2022/9/15 14:8:3, 22.25, 45.80, 863.74, 0.00, 276.27
2022/9/15 14:8:4, 22.26, 45.79, 863.77, 0.00, 276.30
2022/9/15 14:8:4, 22.25, 45.79, 863.72, 0.00, 276.27
2022/9/15 14:8:5, 22.26, 45.79, 863.75, 0.00, 276.25
2022/9/15 14:8:5, 22.26, 45.79, 863.72, 0.00, 276.25
2045/139/120 40:0:0, 22.27, 45.79, 863.73, 0.00, 276.19
2022/9/15 14:8:7, 22.26, 45.79, 863.73, 0.00, 276.23
2022/9/15 14:8:8, 22.28, 45.79, 863.76, 0.00, 276.25
2022/9/15 14:8:8, 22.28, 45.79, 863.74, 0.00, 276.21
2022/9/15 14:8:9, 22.26, 45.82, 863.73, 0.00, 276.27
2022/9/15 14:8:9, 22.27, 45.82, 863.72, 0.00, 276.21
2022/9/15 14:8:10, 22.27, 45.86, 863.76, 0.00, 276.21
2022/9/15 14:8:10, 22.28, 45.86, 863.78, 0.00, 276.19
2022/9/15 14:8:11, 22.27, 45.94, 863.75, 0.00, 276.19
2022/9/15 14:8:12, 22.27, 45.95, 863.76, 0.00, 276.01
2022/9/15 14:8:13, 22.28, 46.03, 863.75, 0.00, 276.01
2022/9/15 14:8:13, 22.28, 46.03, 863.73, 0.00, 276.03
2022/9/15 14:8:14, 22.28, 46.03, 863.74, 0.00, 276.01
2022/9/15 14:8:14, 22.28, 46.02, 863.75, 0.00, 276.03
2022/9/15 14:8:15, 22.29, 46.01, 863.75, 0.00, 276.03
2022/9/15 14:8:15, 22.28, 46.00, 863.75, 0.00, 276.05
2022/9/15 14:8:16, 22.29, 46.01, 863.73, 0.00, 276.03
2022/9/15 14:8:16, 22.28, 46.01, 863.73, 0.00, 275.97
2022/9/15 14:8:17, 22.29, 45.99, 863.72, 0.00, 275.97
2022/9/15 14:8:18, 22.29, 45.98, 863.74, 0.00, 275.99
2022/9/15 14:8:19, 22.28, 45.98, 863.76, 0.00, 276.01
2022/9/15 14:8:19, 22.29, 45.98, 863.73, 0.00, 276.01
2022/9/15 14:8:20, 22.30, 45.95, 863.78, 0.00, 276.03
2022/9/15 14:8:20, 22.30, 45.95, 863.78, 0.00, 276.03
2022/9/15 14:8:21, 22.30, 45.94, 863.71, 0.00, 275.97
2022/9/15 14:8:21, 22.30, 45.92, 863.73, 0.00, 275.99
2022/9/15 14:8:22, 22.30, 45.92, 863.71, 0.00, 276.05
2022/9/15 14:8:22, 22.30, 45.91, 863.71, 0.00, 275.99
2022/9/15 14:8:23, 22.31, 45.92, 863.72, 0.00, 275.99
2022/9/15 14:8:24, 22.31, 45.90, 863.73, 0.00, 275.99
2022/9/15 14:8:25, 22.31, 45.90, 863.72, 0.00, 276.08
2022/9/15 14:8:25, 22.31, 45.90, 863.71, 0.00, 276.05
2022/9/15 14:8:26, 22.31, 45.88, 863.72, 0.00, 275.99
2022/9/15 14:8:26, 22.31, 45.88, 863.70, 0.00, 276.03
2022/9/15 14:8:27, 22.31, 45.87, 863.72, 0.00, 276.05
2022/9/15 14:8:27, 22.31, 45.87, 863.72, 0.00, 275.99
2022/9/15 14:8:28, 22.32, 45.85, 863.74, 0.00, 275.99
2022/9/15 14:8:28, 22.32, 45.85, 863.73, 0.00, 276.01
2022/9/15 14:8:29, 22.31, 45.85, 863.72, 0.00, 276.01
2022/9/15 14:8:30, 22.32, 45.84, 863.78, 0.00, 275.97
2022/9/15 14:8:31, 22.32, 45.83, 863.81, 0.00, 276.01
2022/9/15 14:8:31, 22.32, 45.83, 863.79, 0.00, 276.03
2022/9/15 14:8:32, 22.32, 45.82, 863.82, 0.00, 275.99
