timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
2022/9/15 14:8:1, 21.58, 44.17, 863.56, 0.00, 0.00
2022/9/15 14:8:2, 21.58, 44.17, 863.54, 0.00, 88.87
2022/9/15 14:8:3, 21.59, 44.17, 863.54, 0.00, 88.85
2022/9/15 14:8:3, 21.58, 44.17, 863.55, 0.00, 88.87
2022/9/15 14:8:4, 21.59, 44.16, 863.57, 0.00, 88.85
2022/9/15 14:8:4, 21.59, 44.16, 863.53, 0.00, 88.82
2022/9/15 14:8:5, 21.58, 44.15, 863.53, 0.00, 88.85
2022/9/15 14:8:5, 21.59, 44.15, 863.52, 0.00, 88.85
2022/9/15 14:8:6, 21.59, 44.14, 863.47, 0.00, 88.87
2022/9/15 14:8:6, 21.59, 44.14, 863.49, 0.00, 88.82
2022/9/15 14:8:7, 21.58, 44.14, 863.48, 0.00, 88.82
2022/9/15 14:8:8, 21.59, 44.14, 863.47, 0.00, 88.91
2022/9/15 14:8:9, 21.58, 44.14, 863.47, 0.00, 88.87
2022/9/15 14:8:9, 21.58, 44.14, 863.49, 0.00, 88.80
2022/9/15 14:8:10, 21.58, 44.13, 863.49, 0.00, 88.85
2022/9/15 14:8:10, 21.58, 44.13, 863.53, 0.00, 88.89
2022/9/15 14:8:11, 21.59, 44.13, 863.54, 0.00, 88.87
2022/9/15 14:8:11, 21.58, 44.13, 863.51, 0.00, 88.87
2022/9/15 14:8:12, 21.58, 44.13, 863.51, 0.00, 88.85
2022/9/15 14:8:12, 21.58, 44.13, 863.51, 0.00, 88.87
2022/9/15 14:8:13, 21.58, 44.14, 863.50, 0.00, 88.85
2022/9/15 14:8:14, 21.58, 44.14, 863.49, 0.00, 88.89
2022/9/15 14:8:15, 21.59, 44.14, 863.50, 0.00, 88.89
2022/9/15 14:8:15, 21.59, 44.14, 863.50, 0.00, 88.85
2022/9/15 14:8:16, 21.58, 44.15, 863.50, 0.00, 88.85
2022/9/15 14:8:16, 21.59, 44.14, 863.52, 0.00, 88.89
2022/9/15 14:8:17, 21.59, 44.14, 863.50, 0.00, 88.89
2022/9/15 14:8:17, 21.58, 44.14, 863.49, 0.00, 88.87
2022/9/15 14:8:18, 21.58, 44.14, 863.50, 0.00, 88.87
2022/9/15 14:8:18, 21.58, 44.14, 863.49, 0.00, 88.85
2022/9/15 14:8:19, 21.58, 44.14, 863.50, 0.00, 88.82
2022/9/15 14:8:20, 21.59, 44.13, 863.54, 0.00, 88.89
2022/9/15 14:8:21, 21.60, 44.14, 863.56, 0.00, 88.87
2022/9/15 14:8:21, 21.59, 44.15, 863.54, 0.00, 88.89
