timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
2022/9/15 14:8:14, 22.08, 47.35, 863.19, 0.00, 0.00
2022/9/15 14:8:14, 22.09, 47.34, 863.20, 0.00, 3.01
2022/9/15 14:8:15, 22.07, 47.33, 863.17, 0.00, 2.94
2022/9/15 14:8:16, 22.08, 47.33, 863.19, 0.00, 2.99
2022/9/15 14:8:17, 22.09, 47.33, 863.22, 0.00, 2.97
2022/9/15 14:8:17, 22.09, 47.31, 863.23, 0.00, 3.01
2022/9/15 14:8:18, 22.09, 47.28, 863.21, 0.00, 2.97
2022/9/15 14:8:18, 22.09, 47.28, 863.19, 0.00, 2.99
2022/9/15 14:8:19, 22.09, 47.26, 863.19, 0.00, 3.01
2022/9/15 14:8:19, 22.09, 47.26, 863.23, 0.00, 2.97
2022/9/15 14:8:20, 22.09, 47.25, 863.19, 0.00, 2.99
2022/9/15 14:8:20, 22.08, 47.24, 863.21, 0.00, 2.99
2022/9/15 14:8:21, 22.09, 47.23, 863.22, 0.00, 2.99
2022/9/15 14:8:22, 22.09, 47.23, 863.19, 0.00, 3.01
2022/9/15 14:8:23, 22.09, 47.22, 863.20, 0.00, 2.99
2022/9/15 14:8:23, 22.10, 47.22, 863.21, 0.00, 3.01
2022/9/15 14:8:24, 22.09, 47.21, 863.20, 0.00, 3.01
2022/9/15 14:8:24, 22.08, 47.21, 863.17, 0.00, 2.99
2022/9/15 14:8:25, 22.09, 47.21, 863.20, 0.00, 3.01
2022/9/15 14:8:25, 22.09, 47.21, 863.20, 0.00, 3.01
2022/9/15 14:8:26, 22.09, 47.20, 863.21, 0.00, 3.01
2022/9/15 14:8:27, 22.09, 47.21, 863.19, 0.00, 2.97
2022/9/15 14:8:28, 22.09, 47.20, 863.20, 0.00, 2.99
2022/9/15 14:8:28, 22.09, 47.19, 863.22, 0.00, 3.03
2022/9/15 14:8:29, 22.07, 47.18, 863.19, 0.00, 3.05
2022/9/15 14:8:29, 22.07, 47.17, 863.21, 0.00, 2.94
2022/9/15 14:8:30, 22.04, 47.18, 863.13, 0.00, 2.97
2022/9/15 14:8:30, 22.06, 47.17, 863.18, 0.00, 3.05
