timeStamp, Temperature, Pressure, Humidity, Wind_Speed, Wind_Direction 
2022/9/15 13:54:12, 21.98, 48.51, 862.76, 1.49, 0.00
2022/9/15 13:54:12, 21.98, 48.52, 862.73, 1.43, 3.16
2022/9/15 13:54:13, 21.96, 48.53, 862.70, 1.30, 3.21
2022/9/15 13:54:14, 21.97, 48.53, 862.73, 1.18, 3.14
2022/9/15 13:54:14, 21.96, 48.53, 862.73, 0.94, 3.21
2022/9/15 13:54:15, 21.98, 48.52, 862.76, 0.94, 3.14
2022/9/15 13:54:16, 21.97, 48.53, 862.71, 0.82, 3.19
2022/9/15 13:54:16, 21.96, 48.53, 862.74, 0.82, 3.14
2022/9/15 13:54:17, 21.97, 48.53, 862.72, 0.75, 3.16
2022/9/15 13:54:17, 21.98, 48.52, 862.76, 0.75, 3.21
2022/9/15 13:54:18, 21.98, 48.52, 862.74, 0.63, 3.16
2022/9/15 13:54:18, 21.98, 48.52, 862.72, 0.63, 3.14
2022/9/15 13:54:19, 21.97, 48.53, 862.74, 0.57, 3.21
2022/9/15 13:54:20, 21.97, 48.53, 862.72, 0.51, 3.21
2022/9/15 13:54:20, 21.97, 48.53, 862.72, 0.45, 3.23
2022/9/15 13:54:21, 21.97, 48.53, 862.74, 0.45, 3.19
2022/9/15 13:54:22, 21.98, 48.53, 862.72, 0.45, 3.16
2022/9/15 13:54:22, 21.98, 48.53, 862.76, 0.45, 3.21
2022/9/15 13:54:23, 21.97, 48.54, 862.72, 0.33, 3.16
2022/9/15 13:54:23, 21.96, 48.54, 862.72, 0.33, 3.23
2022/9/15 13:54:24, 21.97, 48.54, 862.75, 0.33, 3.21
2022/9/15 13:54:24, 21.97, 48.54, 862.71, 0.33, 3.21
2022/9/15 13:54:25, 21.97, 48.53, 862.73, 0.33, 3.21
2022/9/15 13:54:26, 21.97, 48.54, 862.76, 0.33, 3.21
2022/9/15 13:54:26, 21.98, 48.53, 862.78, 0.33, 3.16
2022/9/15 13:54:27, 21.98, 48.52, 862.72, 0.26, 3.14
2022/9/15 13:54:28, 21.97, 48.52, 862.73, 0.26, 3.14
2022/9/15 13:54:28, 21.97, 48.53, 862.73, 0.20, 3.16
2022/9/15 13:54:29, 21.97, 48.52, 862.70, 0.20, 3.19
2022/9/15 13:54:29, 21.98, 48.52, 862.76, 0.20, 3.23
2022/9/15 13:54:30, 21.96, 48.52, 862.73, 0.20, 3.16
2022/9/15 13:54:30, 21.98, 48.51, 862.76, 0.14, 3.16
2022/9/15 13:54:31, 21.98, 48.51, 862.76, 0.14, 3.21
2022/9/15 13:54:32, 21.97, 48.52, 862.74, 0.14, 3.19
2022/9/15 13:54:32, 21.98, 48.51, 862.75, 0.14, 3.16
2022/9/15 13:54:33, 21.97, 48.51, 862.72, 0.14, 3.16
2022/9/15 13:54:34, 21.97, 48.51, 862.74, 0.14, 3.16
2022/9/15 13:54:34, 21.98, 48.50, 862.75, 0.14, 3.16
2022/9/15 13:54:35, 21.97, 48.50, 862.74, 0.14, 3.19
2022/9/15 13:54:35, 21.99, 48.49, 862.74, 0.08, 3.16
2022/9/15 13:54:36, 21.98, 48.49, 862.75, 0.02, 3.14
2022/9/15 13:54:36, 21.98, 48.48, 862.74, 0.02, 3.23
2022/9/15 13:54:37, 21.97, 48.49, 862.71, 0.02, 3.16
2022/9/15 13:54:38, 21.98, 48.48, 862.71, 0.02, 3.14
2022/9/15 13:54:38, 21.97, 48.50, 862.74, 0.02, 3.19
2022/9/15 13:54:39, 21.97, 48.50, 862.75, 0.02, 3.21
2022/9/15 13:54:40, 21.97, 48.50, 862.73, 0.02, 3.14
2022/9/15 13:54:40, 21.98, 48.50, 862.75, 0.02, 3.21
2022/9/15 13:54:41, 21.96, 48.48, 862.74, 0.02, 3.19
2022/9/15 13:54:41, 21.97, 48.49, 862.76, 0.00, 3.12
2022/9/15 13:54:42, 21.98, 48.49, 862.78, 0.00, 3.25
2022/9/15 13:54:42, 21.98, 48.49, 862.76, 0.00, 3.16
2022/9/15 13:54:43, 21.97, 48.50, 862.73, 0.00, 3.14
2022/9/15 13:54:44, 21.97, 48.49, 862.74, 0.00, 3.19
2022/9/15 13:54:44, 21.97, 48.49, 862.74, 0.00, 3.16
2022/9/15 13:54:45, 21.97, 48.49, 862.75, 0.00, 3.19
2022/9/15 13:54:46, 21.97, 48.48, 862.76, 0.00, 3.19
2022/9/15 13:54:46, 21.97, 48.49, 862.76, 0.00, 3.23
2022/9/15 13:54:47, 21.97, 48.47, 862.75, 0.00, 3.25
2022/9/15 13:54:47, 21.97, 48.46, 862.73, 0.00, 3.19
2022/9/15 13:54:48, 21.97, 48.46, 862.73, 0.00, 3.14
2022/9/15 13:54:48, 21.97, 48.46, 862.75, 0.00, 3.16
2022/9/15 13:54:49, 21.98, 48.45, 862.76, 0.00, 3.19
2022/9/15 13:54:50, 21.97, 48.46, 862.74, 0.00, 3.21
2022/9/15 13:54:51, 21.97, 48.46, 862.76, 0.00, 3.19
2022/9/15 13:54:51, 21.98, 48.45, 862.75, 0.00, 3.19
2022/9/15 13:54:52, 21.97, 48.46, 862.75, 0.00, 3.19
2022/9/15 13:54:52, 21.98, 48.45, 862.74, 0.00, 3.19
2022/9/15 13:54:53, 21.97, 48.46, 862.73, 0.00, 3.19
2022/9/15 13:54:53, 21.98, 48.45, 862.76, 0.00, 3.14
2022/9/15 13:54:54, 21.97, 48.46, 862.74, 0.00, 3.19
2022/9/15 13:54:55, 21.97, 48.46, 862.73, 0.00, 3.14
2022/9/15 13:54:55, 21.98, 48.44, 862.71, 0.00, 3.19
2022/9/15 13:54:56, 21.97, 48.45, 862.71, 0.00, 3.19
2022/9/15 13:54:57, 21.97, 48.45, 862.74, 0.00, 3.14
2022/9/15 13:54:57, 21.97, 48.44, 862.74, 0.00, 3.21
2022/9/15 13:54:58, 21.98, 48.44, 862.74, 0.00, 3.21
2022/9/15 13:54:58, 21.97, 48.44, 862.74, 0.00, 3.19
2022/9/15 13:54:59, 21.97, 48.43, 862.71, 0.00, 3.21
2022/9/15 13:54:59, 21.97, 48.43, 862.74, 0.00, 3.16
2022/9/15 13:55:0, 21.97, 48.42, 862.72, 0.00, 3.19
2022/9/15 13:55:1, 21.97, 48.43, 862.72, 0.00, 3.25
2022/9/15 13:55:1, 21.97, 48.42, 862.73, 0.00, 3.12
2022/9/15 13:55:2, 21.99, 48.41, 862.74, 0.00, 3.19
